Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
64849,-9.33,-2.21,-0.23,-0.02,0.01,0.03,standing
64869,-9.36,-2.19,-0.33,-0.01,0.01,0.03,standing
64889,-9.33,-2.13,-0.28,-0.00,0.01,0.02,standing
64909,-9.37,-2.04,-0.29,-0.02,0.01,0.03,standing
64929,-9.34,-2.04,-0.28,-0.02,-0.00,0.03,standing
64949,-9.28,-2.03,-0.32,-0.01,0.01,0.02,standing
64969,-9.33,-2.09,-0.31,-0.04,0.00,0.03,standing
64989,-9.24,-1.98,-0.19,-0.04,0.01,0.03,standing
65009,-9.32,-1.96,-0.23,-0.03,0.01,0.02,standing
65029,-9.33,-2.03,-0.30,-0.03,0.00,0.02,standing
65049,-9.31,-2.06,-0.23,-0.03,-0.01,0.01,standing
65069,-9.39,-2.00,-0.19,-0.03,-0.01,0.01,standing
65089,-9.32,-2.01,-0.28,-0.04,-0.02,0.00,standing
65109,-9.27,-1.99,-0.15,-0.06,0.00,0.01,standing
65129,-9.37,-2.03,-0.33,-0.06,0.02,0.02,standing
65149,-9.31,-2.03,-0.26,-0.04,0.00,0.01,standing
65169,-9.28,-2.10,-0.34,-0.05,-0.00,0.01,standing
65189,-9.24,-2.09,-0.18,-0.04,0.00,0.02,standing
65209,-9.25,-2.11,-0.33,-0.02,0.01,0.01,standing
65229,-9.38,-2.03,-0.21,-0.03,0.01,0.01,standing
65249,-9.32,-1.98,-0.37,-0.03,0.00,0.01,standing
65269,-9.29,-1.98,-0.26,-0.07,0.01,0.02,standing
65289,-9.34,-1.98,-0.29,-0.06,0.02,0.01,standing
65309,-9.36,-2.01,-0.31,-0.06,0.01,0.01,standing
65329,-9.38,-2.06,-0.28,-0.04,-0.00,0.00,standing
65349,-9.30,-2.03,-0.18,-0.05,-0.00,0.01,standing
65369,-9.28,-1.99,-0.17,-0.06,0.01,0.01,standing
65389,-9.26,-2.03,-0.24,-0.05,0.02,0.00,standing
65409,-9.22,-2.06,-0.21,-0.04,0.02,-0.01,standing
65429,-9.35,-2.06,-0.25,-0.05,0.02,-0.00,standing
65449,-9.33,-2.09,-0.27,-0.04,0.01,0.00,standing
65469,-9.27,-2.10,-0.22,-0.03,0.00,-0.01,standing
65489,-9.26,-2.09,-0.18,-0.04,0.01,0.00,standing
65509,-9.30,-2.02,-0.31,-0.02,0.01,0.01,standing
65529,-9.29,-2.04,-0.32,-0.04,0.01,0.01,standing
65554,-9.31,-2.00,-0.16,-0.03,0.01,0.01,standing
65575,-9.36,-2.04,-0.28,-0.03,0.02,0.01,standing
65595,-9.39,-2.06,-0.27,-0.02,0.01,0.01,standing
65615,-9.34,-2.02,-0.36,-0.02,-0.00,0.01,standing
65635,-9.23,-2.06,-0.33,-0.03,-0.00,0.01,standing
65655,-9.23,-2.05,-0.25,-0.02,0.01,0.02,standing
65675,-9.31,-1.97,-0.36,-0.01,0.01,0.02,standing
65695,-9.33,-1.94,-0.37,-0.03,0.01,0.01,standing
65715,-9.25,-1.95,-0.33,-0.04,0.01,0.02,standing
65735,-9.22,-2.01,-0.27,-0.03,0.01,0.01,standing
65755,-9.31,-2.02,-0.35,-0.04,0.02,0.01,standing
