Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
56116,-6.07,6.93,-2.73,-0.09,-0.02,0.01,sitting
56136,-6.08,6.98,-2.72,-0.05,0.00,-0.01,sitting
56156,-6.12,6.76,-2.68,-0.02,0.01,0.00,sitting
56176,-5.93,7.04,-2.55,-0.01,0.01,0.01,sitting
56196,-5.89,7.16,-2.70,0.02,0.02,-0.01,sitting
56216,-6.01,7.05,-2.84,0.03,0.04,-0.03,sitting
56236,-6.03,6.88,-2.85,-0.01,0.04,-0.02,sitting
56256,-6.02,6.85,-2.87,-0.01,0.04,-0.03,sitting
56276,-6.11,6.85,-2.91,-0.04,0.05,-0.03,sitting
56296,-6.22,6.88,-3.02,-0.08,0.05,-0.02,sitting
56316,-6.28,6.85,-2.99,-0.10,0.04,-0.01,sitting
56336,-6.24,6.76,-2.79,-0.11,0.03,0.02,sitting
56356,-6.25,6.79,-2.92,-0.11,0.02,0.05,sitting
56376,-6.16,6.84,-2.83,-0.09,0.00,0.06,sitting
56396,-5.99,7.15,-2.70,-0.07,-0.01,0.05,sitting
56416,-6.00,7.19,-2.89,-0.01,-0.03,0.03,sitting
56436,-6.03,6.92,-3.11,-0.02,-0.03,0.01,sitting
56456,-6.08,6.80,-2.94,-0.08,-0.03,0.02,sitting
56476,-6.02,6.80,-2.85,-0.13,-0.02,0.03,sitting
56496,-6.01,6.94,-2.87,-0.13,-0.02,0.01,sitting
56516,-6.06,7.09,-2.70,-0.10,0.01,0.00,sitting
56536,-6.22,7.00,-2.67,-0.07,0.01,0.01,sitting
56556,-6.01,7.08,-2.52,-0.08,0.02,0.04,sitting
56576,-5.65,7.25,-2.58,-0.04,0.02,0.01,sitting
56596,-5.93,7.16,-2.70,-0.01,0.04,-0.03,sitting
56616,-6.14,6.91,-2.89,-0.01,0.04,-0.03,sitting
56636,-6.14,6.74,-2.90,-0.05,0.04,-0.02,sitting
56656,-6.11,6.77,-2.73,-0.09,0.07,0.00,sitting
56676,-6.22,6.85,-2.85,-0.11,0.08,0.02,sitting
56696,-6.21,6.96,-2.87,-0.10,0.09,0.03,sitting
56716,-6.19,6.93,-2.82,-0.07,0.09,0.04,sitting
56736,-6.07,6.69,-2.71,-0.02,0.10,0.05,sitting
56756,-5.95,6.83,-2.77,-0.02,0.09,0.06,sitting
56776,-5.88,7.22,-3.12,-0.04,0.05,0.06,sitting
56796,-6.03,7.36,-3.10,-0.03,-0.04,0.03,sitting
56816,-6.10,7.16,-3.12,-0.02,-0.11,0.01,sitting
56836,-6.05,7.11,-2.96,-0.03,-0.14,0.01,sitting
56856,-5.85,7.12,-2.70,-0.05,-0.12,0.01,sitting
56876,-5.94,7.10,-2.64,-0.04,-0.08,-0.00,sitting
56896,-5.97,7.06,-2.87,-0.05,-0.04,-0.01,sitting
56916,-6.17,6.79,-2.77,-0.05,-0.05,0.00,sitting
56936,-6.15,6.71,-2.85,-0.08,-0.03,0.03,sitting
56956,-6.14,6.79,-2.90,-0.10,-0.04,0.05,sitting
56976,-5.94,6.96,-2.87,-0.12,-0.05,0.04,sitting
56996,-5.90,7.08,-2.76,-0.15,-0.05,0.04,sitting
57016,-6.00,7.16,-2.60,-0.13,-0.06,0.03,sitting
57036,-6.10,7.24,-2.34,-0.06,-0.09,0.01,sitting
57056,-6.04,7.11,-2.44,-0.01,-0.09,0.03,sitting
57076,-5.75,7.03,-2.37,0.06,-0.08,0.01,sitting
57096,-5.60,6.87,-2.30,0.12,-0.02,-0.02,sitting
57116,-5.88,7.09,-2.68,0.17,0.02,-0.05,sitting
