Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
34605,-9.26,-0.67,1.16,-0.04,0.01,-0.00,standing
34625,-9.22,-0.70,1.33,-0.07,0.01,-0.01,standing
34645,-9.27,-0.78,1.43,-0.07,0.00,-0.01,standing
34665,-9.26,-0.84,1.38,-0.04,0.01,-0.01,standing
34685,-9.30,-0.79,1.30,-0.03,0.01,-0.00,standing
34705,-9.25,-0.66,1.26,-0.04,0.01,0.00,standing
34725,-9.37,-0.68,1.36,-0.04,0.02,-0.01,standing
34745,-9.43,-0.73,1.34,-0.06,0.02,-0.00,standing
34765,-9.40,-0.67,1.34,-0.05,0.01,-0.00,standing
34785,-9.39,-0.73,1.32,-0.07,0.00,-0.01,standing
34805,-9.43,-0.90,1.30,-0.09,-0.00,-0.00,standing
34825,-9.29,-0.89,1.27,-0.08,-0.02,-0.01,standing
34845,-9.27,-1.01,1.33,-0.08,-0.02,-0.01,standing
34865,-9.29,-0.96,1.35,-0.07,-0.02,-0.01,standing
34885,-9.30,-0.81,1.40,-0.07,-0.03,-0.01,standing
34905,-9.23,-0.77,1.31,-0.07,-0.02,-0.01,standing
34925,-9.33,-0.85,1.34,-0.07,-0.02,-0.02,standing
34945,-9.31,-0.77,1.45,-0.08,-0.01,-0.02,standing
34965,-9.30,-0.86,1.43,-0.07,-0.02,-0.02,standing
34985,-9.29,-0.86,1.36,-0.07,-0.00,-0.01,standing
35005,-9.19,-0.93,1.36,-0.06,0.00,-0.00,standing
35025,-9.24,-0.86,1.41,-0.05,0.01,-0.01,standing
35045,-9.34,-0.90,1.28,-0.04,0.02,-0.02,standing
35065,-9.26,-0.86,1.30,-0.02,0.01,-0.02,standing
35085,-9.36,-0.77,1.28,-0.03,0.01,-0.01,standing
35105,-9.34,-0.93,1.30,-0.03,0.01,-0.02,standing
35125,-9.33,-0.88,1.33,-0.02,0.01,-0.02,standing
35145,-9.34,-0.92,1.35,-0.01,0.01,-0.02,standing
35165,-9.34,-0.92,1.35,-0.01,0.01,-0.01,standing
35185,-9.29,-0.85,1.30,-0.01,0.00,-0.02,standing
35205,-9.34,-0.92,1.37,-0.02,0.01,-0.01,standing
35225,-9.41,-0.87,1.36,-0.02,0.01,-0.01,standing
35245,-9.32,-0.94,1.39,-0.00,0.02,-0.01,standing
35265,-9.37,-0.99,1.25,-0.00,0.02,-0.00,standing
35285,-9.38,-0.86,1.30,0.01,-0.00,-0.01,standing
35305,-9.29,-0.90,1.23,0.01,-0.01,-0.00,standing
35325,-9.19,-0.89,1.27,-0.01,-0.00,0.01,standing
35345,-9.32,-0.93,1.35,-0.00,0.01,0.01,standing
35365,-9.33,-0.88,1.30,0.01,-0.00,0.01,standing
35385,-9.33,-0.91,1.16,0.00,0.00,0.01,standing
35405,-9.26,-0.90,1.30,0.01,0.00,0.01,standing
35425,-9.33,-0.86,1.30,0.01,0.01,0.01,standing
35445,-9.38,-0.86,1.24,0.01,0.01,0.01,standing
35465,-9.33,-0.79,1.28,0.00,0.01,0.01,standing
35485,-9.30,-0.80,1.29,-0.01,0.00,0.01,standing
35505,-9.32,-0.88,1.26,-0.01,0.01,0.01,standing
35525,-9.37,-0.90,1.30,-0.01,0.01,0.00,standing
35545,-9.22,-0.88,1.20,-0.00,-0.00,0.00,standing
35565,-9.25,-0.82,1.23,-0.01,0.01,0.00,standing
35585,-9.30,-0.86,1.23,-0.01,0.02,0.00,standing
35605,-9.38,-0.88,1.24,-0.01,0.01,-0.00,standing
35625,-9.34,-0.81,1.32,-0.03,-0.00,0.00,standing
35645,-9.40,-0.81,1.22,-0.02,0.01,0.00,standing
35665,-9.40,-0.85,1.27,-0.04,0.02,0.00,standing
35685,-9.36,-0.88,1.19,-0.03,0.01,0.01,standing
35705,-9.29,-0.82,1.20,-0.03,0.00,0.00,standing
35725,-9.32,-0.78,1.22,-0.03,0.01,0.00,standing
35745,-9.42,-0.81,1.14,-0.02,0.01,0.00,standing
35765,-9.37,-0.68,1.21,-0.03,-0.01,0.01,standing
35785,-9.38,-0.75,1.14,-0.03,-0.01,0.00,standing
35805,-9.31,-0.81,1.22,-0.04,-0.01,0.00,standing
35825,-9.23,-0.82,1.10,-0.05,-0.01,0.01,standing
35845,-9.27,-0.83,1.27,-0.04,0.00,-0.00,standing
35865,-9.30,-0.85,1.15,-0.04,0.00,0.01,standing
35885,-9.31,-0.79,1.19,-0.04,0.01,0.01,standing
35905,-9.39,-0.69,1.13,-0.04,0.01,0.01,standing
35925,-9.32,-0.71,1.20,-0.04,0.01,0.00,standing
35945,-9.29,-0.74,1.25,-0.06,-0.00,0.01,standing
